,index,Restaurant,Location,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
1392,8727,ID_825,"Sector 1, Noida",400,50,4.1,51,38,30
3462,4651,ID_8250,"Babarpur, New Delhi, Delhi",100,50,3.5,28,9,30
6536,5924,ID_8251,"Sector 1, Noida",100,50,NEW,-,-,30
3816,5287,ID_8252,Delhi University-GTB Nagar,50,50,3.4,17,7,30
7856,2929,ID_8253,Delhi Cantt.,50,50,3.3,13,3,30
7546,4121,ID_8256,"FTI College, Law College Road, Pune",200,50,3.6,93,18,45
8717,8090,ID_8257,"Sector 1, Noida",200,50,3.1,9,3,30
5923,4471,ID_8259,"D-Block, Sector 63, Noida",200,50,NEW,-,-,30
2633,272,ID_826,"Mico Layout, Stage 2, BTM Layout,Bangalore",650,50,4.4,925,589,30
3161,8049,ID_8260,"FTI College, Law College Road, Pune",200,50,4.4,5628,2503,45
8285,7106,ID_8261,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,3.3,4,-,30
7477,1924,ID_8262,"Delhi Administration Flats, Timarpur",100,50,-,-,-,30
6566,9321,ID_8264,"FTI College, Law College Road, Pune",50,50,3.4,8,2,30
1952,4084,ID_8265,"Rmz Centennial, I Gate, Whitefield",100,50,-,-,-,30
1394,7439,ID_8265,"Sector 3, Marathalli",100,50,-,-,-,30
2228,10208,ID_8266,"Noorkhan Bazaar, Malakpet, Hyderabad",50,50,3.9,97,17,65
5942,10991,ID_8266,"Musi Nagar, Malakpet, Hyderabad",50,50,3.9,97,17,65
597,9694,ID_827,Delhi Cantt.,350,50,4.3,5116,3019,65
4276,9238,ID_8270,"Delhi Administration Flats, Timarpur",100,50,3.5,31,6,30
4661,8915,ID_8272,Delhi University-GTB Nagar,100,50,3.3,11,3,30
6279,7354,ID_8273,"Sector 1, Noida",150,50,NEW,-,-,30
4516,3819,ID_8273,"Sector 14, Noida",150,50,NEW,-,-,30
8312,1906,ID_8274,"Sector 1, Noida",150,50,3.8,269,46,45
7472,317,ID_8275,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,4.0,62,32,30
5396,1216,ID_8277,"Babarpur, New Delhi, Delhi",100,50,NEW,-,-,30
6482,10212,ID_8278,"Delhi Administration Flats, Timarpur",150,50,3.3,24,6,30
48,9937,ID_8278,"Babarpur, New Delhi, Delhi",150,50,3.3,24,6,30
8121,7505,ID_828,Mumbai Central,150,50,-,-,-,45
248,838,ID_8280,"D-Block, Sector 63, Noida",100,50,3.5,13,5,30
5985,56,ID_8281,"MG Road, Pune",150,50,2.9,8,5,45
4671,294,ID_8281,"Nathan Road, Mangaldas Road, Pune",150,50,2.9,8,5,45
5602,1731,ID_8282,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.3,4,2,30
5190,8209,ID_8284,"D-Block, Sector 63, Noida",100,99,3.6,125,41,30
6159,974,ID_8285,"D-Block, Sector 63, Noida",150,50,3.6,37,6,30
452,7673,ID_8286,Delhi Cantt.,100,50,3.5,24,17,30
8787,1844,ID_8287,"Jaya Nagar, Saidabad, Hyderabad",50,50,4.1,141,19,30
7481,7750,ID_8287,"Musi Nagar, Malakpet, Hyderabad",50,50,4.1,141,19,30
1594,1201,ID_8287,"Jaya Nagar, Saidabad, Hyderabad",100,50,NEW,-,-,45
787,9485,ID_8288,Delhi Cantt.,200,50,3.6,28,4,30
6538,936,ID_8292,"Dockyard Road, Mumbai CST Area",200,50,3.5,89,34,45
4102,9686,ID_8292,"Sandhurst Road, Mumbai CST Area",200,50,3.5,89,34,45
8219,3778,ID_8292,Mumbai Central,200,50,3.5,89,34,45
8220,7226,ID_8293,"Nathan Road, Mangaldas Road, Pune",500,50,3.6,54,18,30
8261,2053,ID_8295,Majestic,300,50,3.8,94,34,30
8027,4433,ID_8296,"Delhi High Court, India Gate",650,50,3.9,1699,992,45
5294,5138,ID_8297,"Sandhurst Road, Mumbai CST Area",200,50,3.1,64,27,45
4007,1785,ID_8298,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.6,9,3,30
3432,7002,ID_8299,Delhi Cantt.,200,50,3.1,4,3,30
6437,3932,ID_83,"Sector 1, Noida",200,50,3.3,13,2,30
451,235,ID_8302,"Babarpur, New Delhi, Delhi",100,50,3.6,27,12,30
1453,2751,ID_8302,"D-Block, Sector 63, Noida",200,50,3.6,49,35,30
2454,8358,ID_8302,"Sector 1, Noida",200,50,3.5,-,-,30
7339,8269,ID_8302,"Sector 14, Noida",200,50,3.5,-,-,30
6134,10415,ID_8303,"D-Block, Sector 63, Noida",100,50,3.5,46,7,30
1680,897,ID_8303,"D-Block, Sector 63, Noida",100,50,3.3,22,4,30
97,10719,ID_8304,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,3.6,117,27,30
7180,2372,ID_8305,Delhi University-GTB Nagar,100,50,3.5,62,26,65
8795,7470,ID_8307,"Sector 1, Noida",100,50,3.6,32,17,30
3363,8546,ID_8308,"Musi Nagar, Malakpet, Hyderabad",100,50,-,-,-,30
1016,10764,ID_831,"Rmz Centennial, I Gate, Whitefield",200,50,3.9,111,65,20
3201,5416,ID_831,"Sector 3, Marathalli",200,50,3.9,111,65,20
3713,9519,ID_8312,Delhi University-GTB Nagar,200,50,-,-,-,30
8798,10543,ID_8312,"Delhi Administration Flats, Timarpur",200,50,-,-,-,30
1182,9098,ID_8313,"Sector 1, Noida",150,50,3.6,24,17,30
992,10740,ID_8313,"Sector 14, Noida",150,50,3.6,24,17,30
5185,9958,ID_8314,"Babarpur, New Delhi, Delhi",100,50,3.2,7,2,30
2268,3772,ID_8315,Mumbai Central,200,50,3.5,22,17,30
1025,4403,ID_8316,"Delhi High Court, India Gate",150,50,3.8,89,20,65
5937,6278,ID_8318,"Sector 3, Marathalli",300,50,4.1,-,-,45
3125,1950,ID_8318,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,50,4.1,335,76,45
3623,4932,ID_8319,"FTI College, Law College Road, Pune",450,50,3.7,264,117,30
8584,4391,ID_832,"Sector 1, Noida",150,50,3.3,12,1,30
134,4318,ID_8320,Mumbai Central,100,50,3.2,8,-,30
6841,4717,ID_8320,"Dockyard Road, Mumbai CST Area",100,50,3.2,8,-,30
3550,2578,ID_8322,"Nathan Road, Mangaldas Road, Pune",250,50,-,-,-,30
5230,5218,ID_8322,"Yerawada, Pune, Maharashtra",250,50,-,-,-,30
4473,3187,ID_8323,"Sector 1, Noida",150,50,-,-,-,65
8194,6925,ID_8325,"Babarpur, New Delhi, Delhi",100,50,NEW,-,-,30
544,6519,ID_8326,"Rmz Centennial, I Gate, Whitefield",150,50,3.7,90,39,45
5798,10820,ID_8327,"Sector 14, Noida",150,50,NEW,-,-,30
538,6142,ID_8328,Pune University,200,50,3.8,200,94,30
5179,801,ID_8328,"FTI College, Law College Road, Pune",200,50,3.9,391,159,30
4198,10497,ID_8328,"MG Road, Pune",200,50,3.6,103,48,30
6567,1071,ID_8329,Delhi University-GTB Nagar,150,50,3.0,8,1,30
4281,5640,ID_8330,"Sector 1, Noida",200,50,NEW,-,-,30
1811,7766,ID_8331,"Delhi High Court, India Gate",350,50,-,-,-,30
5507,2167,ID_8332,"Nathan Road, Mangaldas Road, Pune",100,50,-,-,-,30
2455,7012,ID_8333,Delhi University-GTB Nagar,150,50,3.3,11,3,30
361,4876,ID_8335,"Noorkhan Bazaar, Malakpet, Hyderabad",100,99,3.7,1033,39,45
2503,10077,ID_8335,"Chatta Bazaar, Malakpet, Hyderabad",100,99,3.7,1033,39,45
5220,9731,ID_8335,"Musi Nagar, Malakpet, Hyderabad",100,99,3.7,1033,39,45
5653,10969,ID_8336,"Sector 1, Noida",100,99,-,-,-,120
7968,10347,ID_8336,"Sector 63A,Gurgaon",100,50,-,-,-,120
2278,9474,ID_8337,"Chandni Chowk, Kolkata",50,50,3.8,71,44,30
3175,2410,ID_8339,"Rmz Centennial, I Gate, Whitefield",200,50,3.5,20,9,30
6078,5112,ID_8341,Mumbai Central,250,50,3.0,27,13,45
8718,9750,ID_8342,"Tejas Nagar Colony, Wadala West, Mumbai",50,50,-,-,-,30
549,959,ID_8343,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.8,128,32,45
124,8919,ID_8345,"Nathan Road, Mangaldas Road, Pune",350,50,3.1,8,1,30
2899,10180,ID_8345,"FTI College, Law College Road, Pune",350,50,3.1,8,1,30
1433,5959,ID_8348,Delhi University-GTB Nagar,200,50,3.8,298,134,45
867,4511,ID_8349,"Sector 1, Noida",150,50,3.6,216,97,45
4162,8849,ID_835,"D-Block, Sector 63, Noida",100,50,3.3,28,6,30
1299,6996,ID_8351,"Sector 3, Marathalli",400,50,3.7,439,170,65
7135,4027,ID_8351,"Rmz Centennial, I Gate, Whitefield",400,50,3.7,439,170,65
4925,2932,ID_8355,"D-Block, Sector 63, Noida",250,0,3.7,537,154,45
497,8528,ID_8356,"Hyderabad Public School, Begumpet",150,50,-,-,-,30
4746,8508,ID_8357,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,99,2.9,6,1,45
1631,3613,ID_8357,"Sector 1, Noida",200,99,-,-,-,120
6009,10235,ID_8357,"Delhi High Court, India Gate",200,99,-,-,-,120
7165,1210,ID_8357,"Sector 63A,Gurgaon",200,99,2.8,4,4,120
3544,8610,ID_8358,"Babarpur, New Delhi, Delhi",100,50,3.1,6,1,30
3278,177,ID_8359,"Sector 1, Noida",550,50,3.4,53,24,30
3531,6891,ID_8360,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,NEW,-,-,30
5594,477,ID_8361,"Sector 1, Noida",200,50,3.4,66,4,30
5349,10877,ID_8362,"Rmz Centennial, I Gate, Whitefield",200,99,3.1,8,2,45
4213,734,ID_8363,Delhi University-GTB Nagar,100,50,3.3,11,2,30
3613,6302,ID_8363,"Delhi Administration Flats, Timarpur",100,50,3.3,11,2,30
1533,3070,ID_8365,"MG Road, Pune",200,0,3.6,38,15,30
8051,5982,ID_8365,Delhi University-GTB Nagar,200,50,3.5,60,21,30
608,321,ID_8367,"D-Block, Sector 63, Noida",200,50,3.0,129,42,65
7451,60,ID_8368,"MG Road, Pune",350,50,3.5,16,8,45
6040,2117,ID_837,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,2.8,4,-,30
2605,2570,ID_8371,"MG Road, Pune",100,50,4.6,3404,1914,30
5910,1732,ID_8372,"Dockyard Road, Mumbai CST Area",200,50,3.7,172,70,45
5850,7192,ID_8372,"Sandhurst Road, Mumbai CST Area",200,50,3.7,172,70,45
5051,3475,ID_8372,Mumbai Central,200,50,3.7,172,70,45
218,10152,ID_8375,"FTI College, Law College Road, Pune",200,50,-,-,-,30
7618,5140,ID_8379,"MG Road, Pune",250,99,3.8,183,18,45
4501,6553,ID_838,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.8,97,39,45
4559,2133,ID_8380,"FTI College, Law College Road, Pune",200,50,-,-,-,30
6976,6692,ID_8381,"Sector 3, Marathalli",250,50,3.7,105,30,45
5954,10957,ID_8382,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.0,220,96,45
655,171,ID_8382,"FTI College, Law College Road, Pune",200,50,3.9,175,59,45
1060,6637,ID_8383,"D-Block, Sector 63, Noida",200,50,3.7,95,62,65
7744,2842,ID_8384,"D-Block, Sector 63, Noida",200,99,-,-,-,30
4239,7092,ID_8386,"Sandhurst Road, Mumbai CST Area",150,50,NEW,-,-,30
5258,2724,ID_8386,Mumbai Central,150,50,NEW,-,-,30
800,7580,ID_8387,"Rmz Centennial, I Gate, Whitefield",150,50,3.6,24,15,30
4955,7412,ID_8387,"Sector 3, Marathalli",150,50,3.6,24,15,30
3260,8159,ID_8389,Pune University,100,50,4.4,196,127,45
8068,159,ID_8391,"Sector 1, Noida",200,50,NEW,-,-,30
1641,6332,ID_8392,Delhi University-GTB Nagar,150,50,3.4,17,8,30
3644,6564,ID_8392,"Delhi Administration Flats, Timarpur",150,50,3.4,17,8,30
7569,6783,ID_8395,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,4.3,104,68,30
3016,5940,ID_8398,"D-Block, Sector 63, Noida",200,50,3.8,66,55,30
4129,9221,ID_8399,Delhi University-GTB Nagar,150,50,4.3,497,262,45
4355,1423,ID_84,"Sector 63A,Gurgaon",200,50,NEW,-,-,30
7330,10333,ID_8401,Delhi Cantt.,150,50,4.1,262,152,30
3379,10900,ID_8402,"Rmz Centennial, I Gate, Whitefield",150,50,3.8,65,34,30
4312,1676,ID_8403,"Rmz Centennial, I Gate, Whitefield",150,50,3.5,12,9,45
1079,7589,ID_8404,Delhi Cantt.,200,50,4.0,228,113,65
1620,9829,ID_8405,"Raja Bazar, Kolkata",200,50,4.2,929,633,45
8291,8777,ID_8405,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.5,11,5,30
7367,2152,ID_8405,"Rmz Centennial, I Gate, Whitefield",200,50,3.7,11,9,30
8239,5165,ID_8405,"Chandni Chowk, Kolkata",200,50,4.2,929,633,45
2949,11013,ID_8405,"Moulali, Kolkata",200,50,4.2,929,633,45
133,929,ID_8406,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.8,27,17,30
7774,7327,ID_8407,"Sandhurst Road, Mumbai CST Area",150,50,-,-,-,30
5925,572,ID_8407,Mumbai Central,150,50,-,-,-,30
6556,8174,ID_8408,"FTI College, Law College Road, Pune",50,50,3.8,63,37,30
736,5896,ID_8409,"Sector 1, Noida",100,50,4.0,431,255,45
1322,6690,ID_8410,Mumbai Central,150,50,3.8,25,24,30
4700,7786,ID_8410,"Tejas Nagar Colony, Wadala West, Mumbai",150,50,4.1,39,38,30
802,1754,ID_8411,"Sector 1, Noida",100,50,3.2,7,2,30
5626,3429,ID_8412,Pune University,100,50,NEW,-,-,30
1396,146,ID_8413,Pune University,150,50,4.4,584,343,45
6794,67,ID_8414,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,51,29,45
4042,10178,ID_8415,"Sector 1, Noida",200,50,3.3,17,9,30
6523,9100,ID_8416,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.1,59,36,30
7652,3966,ID_8417,"Delhi High Court, India Gate",300,50,3.8,334,250,45
4378,9130,ID_8418,"D-Block, Sector 63, Noida",200,50,2.5,248,94,65
5619,8194,ID_8418,"Delhi High Court, India Gate",100,50,3.4,185,89,30
889,1069,ID_8418,"Babarpur, New Delhi, Delhi",150,50,2.6,29,7,30
7453,6170,ID_8418,"Sector 14, Noida",200,0,3.5,371,97,45
847,2184,ID_8418,Delhi Cantt.,250,50,3.3,41,31,30
2145,1408,ID_8419,"Sector 3, Marathalli",150,50,3.1,6,2,30
2252,10664,ID_842,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.6,85,17,30
8660,9631,ID_842,Delhi Cantt.,100,50,3.6,29,4,30
6386,5688,ID_8420,"FTI College, Law College Road, Pune",200,50,NEW,-,-,30
8759,8840,ID_8421,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,50,3.4,27,6,30
8412,1794,ID_8422,"D-Block, Sector 63, Noida",250,50,2.8,23,17,30
7809,3862,ID_8423,Delhi University-GTB Nagar,100,50,-,-,-,30
6203,5522,ID_8424,Mumbai Central,300,50,3.9,45,38,30
4173,3194,ID_8425,"Sector 1, Noida",450,99,4.7,2133,1005,45
6303,7464,ID_8425,"Sector 14, Noida",450,99,4.7,2133,1005,45
7474,8649,ID_8426,"Sector 1, Noida",400,50,3.7,101,68,30
6716,8863,ID_8428,"Delhi Administration Flats, Timarpur",150,50,3.6,23,6,30
8260,4603,ID_8429,"Sector 14, Noida",550,50,3.9,504,369,45
1685,3103,ID_843,"Sector 14, Noida",200,50,3.3,8,1,30
2101,8953,ID_8430,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,4.2,448,198,65
1048,5475,ID_8431,"Sector 14, Noida",300,50,3.4,242,193,65
6786,3322,ID_8432,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,-,-,-,30
8482,7068,ID_8433,"Sector 3, Marathalli",150,50,-,-,-,30
7703,6071,ID_8433,"Rmz Centennial, I Gate, Whitefield",150,50,-,-,-,30
8492,7787,ID_8433,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,-,-,-,30
1384,100,ID_8434,"Sector 3, Marathalli",300,99,2.9,393,191,65
1668,10105,ID_8434,"Rmz Centennial, I Gate, Whitefield",300,99,2.9,393,191,65
1362,2348,ID_8435,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.1,61,22,65
7388,3736,ID_8435,"Sector 3, Marathalli",200,50,4.0,56,30,65
8545,9378,ID_8435,"Rmz Centennial, I Gate, Whitefield",200,50,4.0,56,30,65
5260,2979,ID_8436,"Delhi Administration Flats, Timarpur",200,50,3.2,22,8,65
7737,9145,ID_8436,"D-Block, Sector 63, Noida",200,50,3.3,26,15,65
3540,5078,ID_8436,Delhi University-GTB Nagar,200,50,3.2,22,8,65
6438,8662,ID_8437,Delhi University-GTB Nagar,250,50,4.0,105,61,30
4692,9009,ID_8438,"Delhi High Court, India Gate",250,99,4.3,433,271,45
3776,3464,ID_8438,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",250,50,3.8,116,58,30
295,1572,ID_8438,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.9,121,43,45
3956,5765,ID_8438,"Sector 1, Noida",250,99,4.4,1563,872,65
8553,1396,ID_8438,"Sector 63A,Gurgaon",250,99,4.4,662,410,45
1786,2136,ID_8439,"Mico Layout, Stage 2, BTM Layout,Bangalore",550,99,4.0,1074,650,45
3980,4731,ID_8441,"Sector 63A,Gurgaon",250,50,3.8,109,63,30
293,1561,ID_8443,"Raja Bazar, Kolkata",100,50,-,-,-,45
6051,1173,ID_8443,"Moulali, Kolkata",100,50,-,-,-,45
484,9636,ID_8444,Delhi University-GTB Nagar,200,50,3.9,280,120,65
6267,6573,ID_8444,"Delhi Administration Flats, Timarpur",200,50,3.9,280,120,65
7351,6994,ID_8445,Majestic,300,50,3.2,4,1,30
3603,7554,ID_8447,"Mico Layout, Stage 2, BTM Layout,Bangalore",500,50,4.0,1954,967,45
8304,1304,ID_8448,"D-Block, Sector 63, Noida",200,99,3.8,159,68,65
2463,7278,ID_8449,"Hyderabad Public School, Begumpet",150,50,4.3,108,80,30
1417,1655,ID_845,"D-Block, Sector 63, Noida",150,50,3.8,112,19,30
7633,353,ID_8450,"MG Road, Pune",150,50,4.2,192,110,30
3423,2398,ID_8451,"D-Block, Sector 63, Noida",150,50,4.0,171,117,30
4424,10073,ID_8452,"Mico Layout, Stage 2, BTM Layout,Bangalore",350,50,4.0,168,49,30
6334,988,ID_8453,"D-Block, Sector 63, Noida",200,50,3.8,174,45,45
4077,4720,ID_8454,"Yerawada, Pune, Maharashtra",550,50,3.8,120,83,30
8349,2896,ID_8455,"D-Block, Sector 63, Noida",150,50,3.5,112,79,30
3701,3456,ID_8456,"FTI College, Law College Road, Pune",150,50,NEW,-,-,30
3479,2010,ID_8458,"Sector 1, Noida",800,50,2.6,175,78,30
5863,10156,ID_8459,"Yerawada, Pune, Maharashtra",500,50,4.2,384,214,45
7211,1993,ID_8459,"Nathan Road, Mangaldas Road, Pune",500,50,4.2,384,214,45
1052,404,ID_8460,"Mico Layout, Stage 2, BTM Layout,Bangalore",400,50,4.3,124,88,30
6649,3096,ID_8462,"Mico Layout, Stage 2, BTM Layout,Bangalore",150,50,3.3,11,8,30
7606,3923,ID_8463,"MG Road, Pune",100,50,4.2,40,23,30
5121,1736,ID_8465,"D-Block, Sector 63, Noida",150,50,-,-,-,30
8810,10698,ID_8466,"D-Block, Sector 63, Noida",200,50,3.3,8,8,30
6858,7702,ID_8467,"D-Block, Sector 63, Noida",200,50,2.7,4,3,30
712,9884,ID_8468,"Sector 1, Noida",250,50,3.5,46,28,30
6222,5668,ID_8469,"Delhi High Court, India Gate",200,50,-,-,-,30
1609,9955,ID_847,"Musi Nagar, Malakpet, Hyderabad",300,50,3.9,374,128,45
5600,770,ID_847,"Hyderabad Public School, Begumpet",300,99,4.2,3021,1174,65
1381,9420,ID_847,Delhi Cantt.,250,50,3.8,381,139,45
4588,2376,ID_847,"Delhi Administration Flats, Timarpur",250,99,4.0,284,111,30
8600,7183,ID_8470,Delhi University-GTB Nagar,150,0,3.4,30,6,30
2912,9590,ID_8471,"Delhi High Court, India Gate",200,50,4.1,56,42,30
694,1504,ID_8473,"Sandhurst Road, Mumbai CST Area",150,99,3.7,429,257,45
86,10579,ID_8473,Mumbai Central,150,50,3.7,991,558,45
4706,3247,ID_8474,"Delhi High Court, India Gate",800,50,4.2,1116,707,45
7888,3702,ID_8476,"FTI College, Law College Road, Pune",200,50,NEW,-,-,30
3914,7800,ID_8477,"Sector 14, Noida",150,50,3.8,99,43,30
3750,300,ID_8478,Mumbai Central,200,50,3.4,25,17,30
3284,2339,ID_8479,Pune University,200,50,3.4,70,36,45
1483,2077,ID_8480,"Tejas Nagar Colony, Wadala West, Mumbai",200,50,NEW,-,-,30
7591,9911,ID_8482,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",150,50,3.6,34,30,30
6674,6155,ID_8483,"Tejas Nagar Colony, Wadala West, Mumbai",100,50,-,-,-,30
5086,6458,ID_8484,"Nathan Road, Mangaldas Road, Pune",200,50,3.2,30,4,45
980,8674,ID_8484,"MG Road, Pune",200,50,3.2,30,4,45
3481,8875,ID_8485,"D-Block, Sector 63, Noida",250,50,4.1,365,247,30
191,10727,ID_8485,Delhi University-GTB Nagar,300,50,4.2,2214,1457,65
3348,5962,ID_8486,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,2.6,88,33,30
2603,5544,ID_8488,"MG Road, Pune",200,0,3.3,33,15,30
4101,4581,ID_8489,"Mico Layout, Stage 2, BTM Layout,Bangalore",300,99,2.4,215,109,45
3869,7841,ID_849,"Delhi High Court, India Gate",400,50,3.9,2036,1252,65
1271,8014,ID_849,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",400,99,4.1,1355,748,65
6186,8265,ID_849,"D-Block, Sector 63, Noida",400,50,4.0,831,326,65
1363,3033,ID_849,"Sector 14, Noida",400,50,3.9,1328,805,65
8222,4384,ID_849,Delhi University-GTB Nagar,400,50,4.4,127,83,30
6564,5702,ID_8491,"Sector 63A,Gurgaon",200,50,Opening Soon,-,-,30
4889,443,ID_8492,"FTI College, Law College Road, Pune",200,50,3.7,31,17,30
6396,3660,ID_8493,"Sector 1, Noida",200,50,3.0,4,-,45
3821,6477,ID_8494,"D-Block, Sector 63, Noida",200,50,3.9,648,209,45
4987,6836,ID_8495,"Dockyard Road, Mumbai CST Area",200,50,3.3,7,6,30
6604,10883,ID_8495,"Sector 63A,Gurgaon",200,50,-,-,-,30
5383,6731,ID_8495,"Hyderabad Public School, Begumpet",200,50,2.9,18,9,30
2701,9839,ID_8495,"Delhi High Court, India Gate",200,50,3.5,51,18,65
3410,2860,ID_8495,Delhi University-GTB Nagar,200,50,-,-,-,30
5511,659,ID_8495,Mumbai Central,200,50,3.6,68,25,65
2015,7165,ID_8495,"Sector 1, Noida",200,50,-,-,-,30
4604,933,ID_8496,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,4.2,180,76,45
7700,9526,ID_8497,"Nathan Road, Mangaldas Road, Pune",200,50,4.0,36,22,30
4926,8277,ID_8498,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,3.8,49,21,30
6554,7693,ID_8499,"D-Block, Sector 63, Noida",150,50,3.0,6,1,30
3663,3302,ID_85,"MG Road, Pune",150,50,3.6,97,38,65
5584,3276,ID_850,"Sector 14, Noida",150,50,-,-,-,30
3212,9559,ID_850,"Sector 1, Noida",150,50,-,-,-,30
5451,10574,ID_8500,"Sector 3, Marathalli",100,50,-,-,-,30
7369,2138,ID_8502,Delhi Cantt.,200,50,NEW,-,-,30
1968,2832,ID_8503,"Nathan Road, Mangaldas Road, Pune",300,50,3.5,90,45,45
2416,3803,ID_8504,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,3.3,5,2,30
7845,3020,ID_8505,"Sector 14, Noida",250,50,3.3,43,18,65
3372,6492,ID_8505,"Sector 1, Noida",250,50,3.3,43,18,65
2932,1409,ID_8506,Mumbai Central,100,50,3.3,24,10,45
5982,667,ID_8506,"Dockyard Road, Mumbai CST Area",100,50,3.3,24,10,45
4074,5347,ID_8507,"Sector 1, Noida",150,50,-,-,-,30
8836,3111,ID_8508,"Sector 1, Noida",250,0,-,-,-,30
6050,3969,ID_8508,"Sector 14, Noida",250,0,-,-,-,30
8235,1920,ID_8509,"Mico Layout, Stage 2, BTM Layout,Bangalore",200,50,-,-,-,30
8871,8137,ID_8510,"Sector 14, Noida",100,50,-,-,-,30
1242,6176,ID_8510,"Sector 1, Noida",100,50,-,-,-,30
7641,10435,ID_8511,"Delhi Administration Flats, Timarpur",200,99,3.7,402,255,65
6353,6831,ID_8511,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200,99,3.7,82,27,65
5552,5862,ID_8511,"Moulali, Kolkata",200,50,4.1,410,234,45
4943,3241,ID_8511,"Sector 1, Noida",200,99,3.8,71,43,30
116,7930,ID_8511,"Sector 14, Noida",200,99,3.8,71,43,30
7289,7853,ID_8511,"Babarpur, New Delhi, Delhi",200,50,3.4,17,5,30
5481,3396,ID_8511,"Tiretti, Kolkata",200,50,4.1,410,234,45
8346,5831,ID_8511,"Raja Bazar, Kolkata",200,50,4.1,410,234,45
748,3242,ID_8511,"Chandni Chowk, Kolkata",200,50,4.1,410,234,45
373,2672,ID_8511,"Sector 63A,Gurgaon",200,99,3.4,138,57,65
6144,2708,ID_8511,Delhi University-GTB Nagar,200,99,3.7,402,255,65
5879,9549,ID_8511,Majestic,200,50,3.1,11,6,30
6789,4076,ID_8512,"Yerawada, Pune, Maharashtra",300,50,3.8,20,13,30
1477,10243,ID_8512,"Nathan Road, Mangaldas Road, Pune",300,50,3.8,20,13,30
5696,4474,ID_8513,"Sandhurst Road, Mumbai CST Area",150,50,3.9,86,30,30
1759,779,ID_8515,"D-Block, Sector 63, Noida",150,50,3.5,17,5,30
718,6516,ID_8519,"Sector 1, Noida",200,50,NEW,-,-,30
5332,4361,ID_852,Delhi University-GTB Nagar,100,50,-,-,-,30
2472,3673,ID_8520,"D-Block, Sector 63, Noida",250,50,3.8,1033,222,45
1327,9628,ID_8521,"Sector 1, Noida",200,50,3.1,26,10,45
4572,421,ID_8522,"D-Block, Sector 63, Noida",200,50,-,-,-,30
7006,5602,ID_8523,Delhi Cantt.,150,50,3.1,28,15,30
7530,2121,ID_8524,"Mico Layout, Stage 2, BTM Layout,Bangalore",100,50,-,-,-,30
3952,4867,ID_8525,"MG Road, Pune",100,50,3.1,6,1,30
1332,2606,ID_8525,"Yerawada, Pune, Maharashtra",100,50,3.4,19,7,45
1885,4730,ID_8525,"Nathan Road, Mangaldas Road, Pune",100,50,3.4,19,7,45
829,10181,ID_8525,Pune University,100,50,3.6,38,16,30
3770,9621,ID_8525,"FTI College, Law College Road, Pune",100,50,3.6,38,16,30
6543,1395,ID_8526,"Mico Layout, Stage 2, BTM Layout,Bangalore",250,50,4.0,114,71,30
6120,4807,ID_8527,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100,50,-,-,-,30
4832,3549,ID_8528,Pune University,600,50,3.9,406,260,30
1020,8186,ID_8528,"FTI College, Law College Road, Pune",600,50,3.9,406,260,30
3326,8566,ID_8529,Delhi University-GTB Nagar,300,50,4.7,399,321,30
1449,10425,ID_8529,"Delhi Administration Flats, Timarpur",300,50,4.7,399,321,30
1125,11022,ID_8530,Mumbai Central,200,50,3.6,27,10,30
